"","workerid","rt","subjectGender","speakerGender","content","verb","fact","fact_type","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"166",6,17944,"F","M","Jon walks to work","announce","Jon lives 2 blocks away from work","factH","19","C",0.85,11,34,"English","Yes","m","f","nice survey ",9.4328
"167",6,5376,"M","M","Olivia sleeps until noon","hear","Olivia works the third shift","factH","4","C",0.95,12,34,"English","Yes","m","f","nice survey ",9.4328
"168",6,7968,"M","F","Emily bought a car yesterday","confess","Emily never has any money","factL","8","C",0.92,13,34,"English","Yes","m","f","nice survey ",9.4328
"169",6,4704,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,14,34,"English","Yes","m","f","nice survey ",9.4328
"170",6,4328,"M","F","Mary is pregnant","confirm","Mary is taking a prenatal yoga class","factH","1","C",0.05,15,34,"English","Yes","m","f","nice survey ",9.4328
"171",6,5328,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0,16,34,"English","Yes","m","f","nice survey ",9.4328
"172",6,7568,"M","F","Grace visited her sister","know","Grace hates her sister","factL","9","NonProj",1,17,34,"English","Yes","m","f","nice survey ",9.4328
"173",6,6336,"F","F","Tony had a drink last night","say","Tony has been sober for 20 years","factL","15","C",0.06,18,34,"English","Yes","m","f","nice survey ",9.4328
"174",6,3880,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0,19,34,"English","Yes","m","f","nice survey ",9.4328
"175",6,8288,"M","F","Isabella ate a steak on Sunday","see","Isabella is a vegetarian","factL","7","NonProj",0.13,20,34,"English","Yes","m","f","nice survey ",9.4328
"176",6,35616,"M","F","Emma studied on Saturday morning","be_right_that","Emma is in first grade","factL","3","C",0,21,34,"English","Yes","m","f","nice survey ",9.4328
"177",6,5664,"F","M","Charley speaks Spanish","acknowledge","Charley lives in Korea","factL","20","C",1,22,34,"English","Yes","m","f","nice survey ",9.4328
"178",6,6520,"M","F","Josie went on vacation to France","inform_Sam","Josie loves France","factH","2","C",1,23,34,"English","Yes","m","f","nice survey ",9.4328
"179",6,4240,"F","F","Owen shoveled snow last winter","demonstrate","Owen lives in Chicago","factH","17","C",0.47,24,34,"English","Yes","m","f","nice survey ",9.4328
"180",6,42560,"M","F","Mia drank 2 cocktails last night","establish","Mia is a college student","factH","6","NonProj",0.6,25,34,"English","Yes","m","f","nice survey ",9.4328
"181",6,77904,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0,26,34,"English","Yes","m","f","nice survey ",9.4328
"182",6,5184,"F","F","Jayden rented a car","think","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0,27,34,"English","Yes","m","f","nice survey ",9.4328
"183",7,8810,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0,2,29,"English","Yes","m","m","",7.91613333333333
"184",7,6583,"M","F","Mia drank 2 cocktails last night","think","Mia is a nun","factL","6","NonProj",0,3,29,"English","Yes","m","m","",7.91613333333333
"185",7,5648,"F","F","Jackson ran 10 miles","inform_Sam","Jackson is obese","factL","13","C",0,4,29,"English","Yes","m","m","",7.91613333333333
"186",7,7768,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,5,29,"English","Yes","m","m","",7.91613333333333
"187",7,11823,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0,6,29,"English","Yes","m","m","",7.91613333333333
"188",7,10801,"M","M","Emily bought a car yesterday","reveal","Emily never has any money","factL","8","NonProj",0,7,29,"English","Yes","m","m","",7.91613333333333
"189",7,32903,"M","F","Mary is pregnant","admit","Mary is taking a prenatal yoga class","factH","1","C",1,8,29,"English","Yes","m","m","",7.91613333333333
"190",7,3376,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.44,9,29,"English","Yes","m","m","",7.91613333333333
"191",7,3951,"F","M","Jayden rented a car","annoyed","Jayden&quotechars car is in the shop","factH","14","NonProj",0.14,10,29,"English","Yes","m","m","",7.91613333333333
"192",7,4072,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0,11,29,"English","Yes","m","m","",7.91613333333333
"193",7,22871,"F","M","Charley speaks Spanish","confirm","Charley lives in Mexico","factH","20","C",0,12,29,"English","Yes","m","m","",7.91613333333333
"194",7,9559,"M","M","Zoe calculated the tip","suggest","Zoe is 5 years old","factL","10","C",0,13,29,"English","Yes","m","m","",7.91613333333333
"195",7,33239,"M","M","Sophia got a tattoo","know","Sophia is a hipster","factH","5","NonProj",0,14,29,"English","Yes","m","m","",7.91613333333333
"196",7,5919,"M","M","Olivia sleeps until noon","discover","Olivia has two small children","factL","4","NonProj",0,15,29,"English","Yes","m","m","",7.91613333333333
"197",7,7239,"F","F","Frank got a cat","confess","Frank has always wanted a pet","factH","12","C",0,16,29,"English","Yes","m","m","",7.91613333333333
"198",7,5762,"F","F","Jon walks to work","pretend","Jon lives 10 miles away from work","factL","19","NonProj",0,17,29,"English","Yes","m","m","",7.91613333333333
"199",7,4086,"F","F","Josh learned to ride a bike yesterday","say","Josh is a 5-year old boy","factH","16","C",0,18,29,"English","Yes","m","m","",7.91613333333333
"200",7,50951,"F","F","Tony had a drink last night","acknowledge","Tony has been sober for 20 years","factL","15","C",0,19,29,"English","Yes","m","m","",7.91613333333333
"201",7,24791,"M","F","Isabella ate a steak on Sunday","prove","Isabella is from Argentina","factH","7","C",0,20,29,"English","Yes","m","m","",7.91613333333333
"202",7,5720,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.78,21,29,"English","Yes","m","m","",7.91613333333333
"203",7,3736,"M","F","Emma studied on Saturday morning","see","Emma is in law school","factH","3","NonProj",0.51,22,29,"English","Yes","m","m","",7.91613333333333
"204",7,4792,"M","F","Josie went on vacation to France","establish","Josie doesn&quotechart have a passport","factL","2","NonProj",0,23,29,"English","Yes","m","m","",7.91613333333333
"205",7,44944,"M","F","Grace visited her sister","demonstrate","Grace loves her sister","factH","9","C",0,24,29,"English","Yes","m","m","",7.91613333333333
"206",7,4152,"F","M","Julian dances salsa","announce","Julian is German","factL","18","C",0,25,29,"English","Yes","m","m","",7.91613333333333
"207",7,6735,"F","F","Owen shoveled snow last winter","be_right_that","Owen lives in Chicago","factH","17","C",0.81,26,29,"English","Yes","m","m","",7.91613333333333
"208",7,63239,"F","F","Danny ate the last cupcake","hear","Danny is a diabetic","factL","11","C",0,27,29,"English","Yes","m","m","",7.91613333333333
"209",8,66488,"F","M","Jackson ran 10 miles","think","Jackson is training for a marathon","factH","13","NonProj",1,2,33,"english","Yes","f","m","fair",6.92576666666667
"210",8,2004,"F","M","Jayden rented a car","suggest","Jayden doesn&quotechart have a driver&quotechars license","factL","14","C",0,3,33,"english","Yes","f","m","fair",6.92576666666667
"211",8,15550,"F","F","Julian dances salsa","announce","Julian is German","factL","18","C",0.52,4,33,"english","Yes","f","m","fair",6.92576666666667
"212",8,9032,"F","F","Owen shoveled snow last winter","confess","Owen lives in Chicago","factH","17","C",1,5,33,"english","Yes","f","m","fair",6.92576666666667
"213",8,7147,"M","F","Mia drank 2 cocktails last night","prove","Mia is a nun","factL","6","C",0.82,6,33,"english","Yes","f","m","fair",6.92576666666667
"214",8,5034,"M","F","Emma studied on Saturday morning","demonstrate","Emma is in law school","factH","3","C",1,7,33,"english","Yes","f","m","fair",6.92576666666667
"215",8,45792,"F","F","Jon walks to work","hear","Jon lives 2 blocks away from work","factH","19","C",0.39,8,33,"english","Yes","f","m","fair",6.92576666666667
"216",8,6121,"F","F","Tony had a drink last night","know","Tony really likes to party with his friends","factH","15","NonProj",1,9,33,"english","Yes","f","m","fair",6.92576666666667
"217",8,7555,"F","F","Danny ate the last cupcake","say","Danny loves cake","factH","11","C",0.15,10,33,"english","Yes","f","m","fair",6.92576666666667
"218",8,5216,"F","F","Frank got a cat","reveal","Frank has always wanted a pet","factH","12","NonProj",0.88,11,33,"english","Yes","f","m","fair",6.92576666666667
"219",8,5620,"F","F","Josh learned to ride a bike yesterday","admit","Josh is a 5-year old boy","factH","16","C",1,12,33,"english","Yes","f","m","fair",6.92576666666667
"220",8,6644,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.5,13,33,"english","Yes","f","m","fair",6.92576666666667
"221",8,6463,"M","F","Zoe calculated the tip","discover","Zoe is 5 years old","factL","10","NonProj",0,14,33,"english","Yes","f","m","fair",6.92576666666667
"222",8,5552,"M","M","Emily bought a car yesterday","pretend","Emily never has any money","factL","8","NonProj",0.03,15,33,"english","Yes","f","m","fair",6.92576666666667
"223",8,7287,"M","F","Mary is pregnant","acknowledge","Mary is taking a prenatal yoga class","factH","1","C",1,16,33,"english","Yes","f","m","fair",6.92576666666667
"224",8,54649,"M","F","Olivia sleeps until noon","confirm","Olivia works the third shift","factH","4","C",0.89,17,33,"english","Yes","f","m","fair",6.92576666666667
"225",8,4274,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.48,18,33,"english","Yes","f","m","fair",6.92576666666667
"226",8,4303,"F","M","Charley speaks Spanish","be_right_that","Charley lives in Korea","factL","20","C",0,19,33,"english","Yes","f","m","fair",6.92576666666667
"227",8,14536,"M","M","Sophia got a tattoo","annoyed","Sophia is a high end fashion model","factL","5","NonProj",0.94,20,33,"english","Yes","f","m","fair",6.92576666666667
"228",8,5402,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.52,21,33,"english","Yes","f","m","fair",6.92576666666667
"229",8,4692,"M","F","Grace visited her sister","establish","Grace hates her sister","factL","9","NonProj",0,22,33,"english","Yes","f","m","fair",6.92576666666667
"230",8,10063,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.82,23,33,"english","Yes","f","m","fair",6.92576666666667
"231",8,65799,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.51,24,33,"english","Yes","f","m","fair",6.92576666666667
"232",8,5101,"M","F","Josie went on vacation to France","see","Josie doesn&quotechart have a passport","factL","2","NonProj",0.14,25,33,"english","Yes","f","m","fair",6.92576666666667
"233",8,5121,"M","F","Isabella ate a steak on Sunday","inform_Sam","Isabella is a vegetarian","factL","7","C",0,26,33,"english","Yes","f","m","fair",6.92576666666667
"234",8,7451,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.52,27,33,"english","Yes","f","m","fair",6.92576666666667
"235",9,26065,"F","F","Jackson ran 10 miles","discover","Jackson is obese","factL","13","NonProj",0.9,2,25,"English","Yes","m","m","Great study",11.0029333333333
"236",9,12679,"F","M","Josh learned to ride a bike yesterday","annoyed","Josh is a 5-year old boy","factH","16","NonProj",0.88,3,25,"English","Yes","m","m","Great study",11.0029333333333
"237",9,10515,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.04,4,25,"English","Yes","m","m","Great study",11.0029333333333
"238",9,7127,"M","F","Isabella ate a steak on Sunday","think","Isabella is from Argentina","factH","7","NonProj",0.04,5,25,"English","Yes","m","m","Great study",11.0029333333333
"239",9,5805,"M","M","Zoe calculated the tip","confirm","Zoe is 5 years old","factL","10","C",0.49,6,25,"English","Yes","m","m","Great study",11.0029333333333
"240",9,13000,"F","F","Charley speaks Spanish","hear","Charley lives in Mexico","factH","20","C",0.77,7,25,"English","Yes","m","m","Great study",11.0029333333333
"241",9,8038,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.03,8,25,"English","Yes","m","m","Great study",11.0029333333333
"242",9,4196,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,9,25,"English","Yes","m","m","Great study",11.0029333333333
"243",9,6373,"F","F","Jayden rented a car","suggest","Jayden&quotechars car is in the shop","factH","14","C",0.34,10,25,"English","Yes","m","m","Great study",11.0029333333333
"244",9,6905,"M","F","Sophia got a tattoo","pretend","Sophia is a high end fashion model","factL","5","NonProj",0.31,11,25,"English","Yes","m","m","Great study",11.0029333333333
"245",9,7150,"F","M","Danny ate the last cupcake","reveal","Danny is a diabetic","factL","11","NonProj",0.8,12,25,"English","Yes","m","m","Great study",11.0029333333333
"246",9,6731,"F","F","Owen shoveled snow last winter","demonstrate","Owen lives in New Orleans","factL","17","C",0.54,13,25,"English","Yes","m","m","Great study",11.0029333333333
"247",9,4626,"M","F","Grace visited her sister","announce","Grace hates her sister","factL","9","C",0.76,14,25,"English","Yes","m","m","Great study",11.0029333333333
"248",9,5138,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.01,15,25,"English","Yes","m","m","Great study",11.0029333333333
"249",9,5940,"M","F","Mia drank 2 cocktails last night","say","Mia is a college student","factH","6","C",0.09,16,25,"English","Yes","m","m","Great study",11.0029333333333
"250",9,50468,"M","M","Emma studied on Saturday morning","prove","Emma is in first grade","factL","3","C",0.44,17,25,"English","Yes","m","m","Great study",11.0029333333333
"251",9,5002,"M","M","Josie went on vacation to France","admit","Josie loves France","factH","2","C",0.69,18,25,"English","Yes","m","m","Great study",11.0029333333333
"252",9,5884,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.03,19,25,"English","Yes","m","m","Great study",11.0029333333333
"253",9,5327,"M","F","Mary is pregnant","inform_Sam","Mary is taking a prenatal yoga class","factH","1","C",0.9,20,25,"English","Yes","m","m","Great study",11.0029333333333
"254",9,6843,"F","F","Jon walks to work","be_right_that","Jon lives 10 miles away from work","factL","19","C",0.04,21,25,"English","Yes","m","m","Great study",11.0029333333333
"255",9,5440,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.04,22,25,"English","Yes","m","m","Great study",11.0029333333333
"256",9,24632,"F","F","Frank got a cat","see","Frank is allergic to cats","factL","12","NonProj",0.93,23,25,"English","Yes","m","m","Great study",11.0029333333333
"257",9,26393,"F","F","Julian dances salsa","know","Julian is Cuban","factH","18","NonProj",0.93,24,25,"English","Yes","m","m","Great study",11.0029333333333
"258",9,30058,"F","F","Tony had a drink last night","acknowledge","Tony has been sober for 20 years","factL","15","C",0.74,25,25,"English","Yes","m","m","Great study",11.0029333333333
"259",9,47753,"M","M","Olivia sleeps until noon","establish","Olivia works the third shift","factH","4","NonProj",0.32,26,25,"English","Yes","m","m","Great study",11.0029333333333
"260",9,7773,"M","M","Emily bought a car yesterday","confess","Emily has been saving for a year","factH","8","C",0.68,27,25,"English","Yes","m","m","Great study",11.0029333333333
"261",10,35526,"F","F","Josh learned to ride a bike yesterday","hear","Josh is a 5-year old boy","factH","16","C",0.07,2,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"262",10,10426,"M","F","Emma studied on Saturday morning","reveal","Emma is in first grade","factL","3","NonProj",0.83,3,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"263",10,12690,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.49,4,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"264",10,18472,"F","M","Frank got a cat","be_right_that","Frank has always wanted a pet","factH","12","C",0.76,5,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"265",10,12063,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.22,6,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"266",10,8529,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.19,7,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"267",10,17201,"M","M","Grace visited her sister","annoyed","Grace hates her sister","factL","9","NonProj",0.21,8,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"268",10,12163,"F","F","Tony had a drink last night","establish","Tony really likes to party with his friends","factH","15","NonProj",0.56,9,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"269",10,15065,"M","M","Olivia sleeps until noon","discover","Olivia has two small children","factL","4","NonProj",0.04,10,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"270",10,9345,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.53,11,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"271",10,12161,"F","M","Charley speaks Spanish","suggest","Charley lives in Mexico","factH","20","C",0.81,12,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"272",10,6906,"M","F","Emily bought a car yesterday","know","Emily never has any money","factL","8","NonProj",0.04,13,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"273",10,7442,"M","M","Zoe calculated the tip","prove","Zoe is 5 years old","factL","10","C",0.03,14,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"274",10,10177,"F","M","Jon walks to work","demonstrate","Jon lives 2 blocks away from work","factH","19","C",0.71,15,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"275",10,9010,"F","F","Julian dances salsa","confess","Julian is German","factL","18","C",0.13,16,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"276",10,9836,"M","M","Isabella ate a steak on Sunday","pretend","Isabella is from Argentina","factH","7","NonProj",0.23,17,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"277",10,7393,"M","F","Josie went on vacation to France","see","Josie doesn&quotechart have a passport","factL","2","NonProj",0.09,18,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"278",10,6573,"F","F","Jayden rented a car","acknowledge","Jayden&quotechars car is in the shop","factH","14","C",0.65,19,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"279",10,8104,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.44,20,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"280",10,11524,"F","M","Jackson ran 10 miles","say","Jackson is training for a marathon","factH","13","C",0.48,21,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"281",10,8848,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.5,22,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"282",10,7397,"M","F","Sophia got a tattoo","announce","Sophia is a hipster","factH","5","C",0.65,23,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"283",10,5945,"M","F","Mary is pregnant","inform_Sam","Mary is a middle school student","factL","1","C",0.12,24,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"284",10,4870,"M","M","Mia drank 2 cocktails last night","confirm","Mia is a nun","factL","6","C",0.07,25,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"285",10,15493,"F","F","Owen shoveled snow last winter","think","Owen lives in New Orleans","factL","17","NonProj",0.06,26,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"286",10,7118,"F","F","Danny ate the last cupcake","admit","Danny loves cake","factH","11","C",0.65,27,35,"english","No","m","m",".85 is a fair price",14.2985833333333
"287",11,10676,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0,2,39,"ENGLISH","Yes","m","m","",5.46435
"288",11,6040,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0,3,39,"ENGLISH","Yes","m","m","",5.46435
"289",11,9700,"F","M","Owen shoveled snow last winter","reveal","Owen lives in Chicago","factH","17","NonProj",0.56,4,39,"ENGLISH","Yes","m","m","",5.46435
"290",11,14851,"F","M","Jon walks to work","confess","Jon lives 2 blocks away from work","factH","19","C",0.07,5,39,"ENGLISH","Yes","m","m","",5.46435
"291",11,10369,"M","F","Zoe calculated the tip","pretend","Zoe is 5 years old","factL","10","NonProj",0,6,39,"ENGLISH","Yes","m","m","",5.46435
"292",11,12595,"M","M","Sophia got a tattoo","acknowledge","Sophia is a high end fashion model","factL","5","C",0.49,7,39,"ENGLISH","Yes","m","m","",5.46435
"293",11,8690,"M","F","Grace visited her sister","see","Grace loves her sister","factH","9","NonProj",0.61,8,39,"ENGLISH","Yes","m","m","",5.46435
"294",11,12472,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.2,9,39,"ENGLISH","Yes","m","m","",5.46435
"295",11,13450,"M","F","Emily bought a car yesterday","know","Emily never has any money","factL","8","NonProj",0.9,10,39,"ENGLISH","Yes","m","m","",5.46435
"296",11,7809,"M","F","Emma studied on Saturday morning","establish","Emma is in first grade","factL","3","NonProj",0.29,11,39,"ENGLISH","Yes","m","m","",5.46435
"297",11,11151,"F","F","Frank got a cat","suggest","Frank has always wanted a pet","factH","12","C",0.01,12,39,"ENGLISH","Yes","m","m","",5.46435
"298",11,9634,"M","F","Mia drank 2 cocktails last night","prove","Mia is a nun","factL","6","C",0.17,13,39,"ENGLISH","Yes","m","m","",5.46435
"299",11,41426,"F","F","Danny ate the last cupcake","discover","Danny is a diabetic","factL","11","NonProj",0.25,14,39,"ENGLISH","Yes","m","m","",5.46435
"300",11,9871,"F","M","Jayden rented a car","inform_Sam","Jayden&quotechars car is in the shop","factH","14","C",0.69,15,39,"ENGLISH","Yes","m","m","",5.46435
"301",11,7084,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.01,16,39,"ENGLISH","Yes","m","m","",5.46435
"302",11,7571,"F","F","Tony had a drink last night","announce","Tony really likes to party with his friends","factH","15","C",0.51,17,39,"ENGLISH","Yes","m","m","",5.46435
"303",11,4567,"M","F","Mary is pregnant","say","Mary is a middle school student","factL","1","C",0,18,39,"ENGLISH","Yes","m","m","",5.46435
"304",11,9341,"F","F","Charley speaks Spanish","hear","Charley lives in Korea","factL","20","C",0,19,39,"ENGLISH","Yes","m","m","",5.46435
"305",11,26453,"F","F","Julian dances salsa","demonstrate","Julian is Cuban","factH","18","C",0.61,20,39,"ENGLISH","Yes","m","m","",5.46435
"306",11,11128,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.07,21,39,"ENGLISH","Yes","m","m","",5.46435
"307",11,7166,"M","M","Olivia sleeps until noon","think","Olivia works the third shift","factH","4","NonProj",0.87,22,39,"ENGLISH","Yes","m","m","",5.46435
"308",11,6969,"F","F","Jackson ran 10 miles","be_right_that","Jackson is obese","factL","13","C",0,23,39,"ENGLISH","Yes","m","m","",5.46435
"309",11,6824,"M","F","Josie went on vacation to France","confirm","Josie doesn&quotechart have a passport","factL","2","C",0,24,39,"ENGLISH","Yes","m","m","",5.46435
"310",11,7133,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0,25,39,"ENGLISH","Yes","m","m","",5.46435
"311",11,7035,"F","M","Josh learned to ride a bike yesterday","annoyed","Josh is a 5-year old boy","factH","16","NonProj",1,26,39,"ENGLISH","Yes","m","m","",5.46435
"312",11,6220,"M","F","Isabella ate a steak on Sunday","admit","Isabella is from Argentina","factH","7","C",0.51,27,39,"ENGLISH","Yes","m","m","",5.46435
"313",12,12744,"F","F","Jon walks to work","inform_Sam","Jon lives 2 blocks away from work","factH","19","C",0.54,2,27,"English","Yes","m","m","",4.03548333333333
"314",12,7804,"F","M","Tony had a drink last night","think","Tony has been sober for 20 years","factL","15","NonProj",0.17,3,27,"English","Yes","m","m","",4.03548333333333
"315",12,8353,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.49,4,27,"English","Yes","m","m","",4.03548333333333
"316",12,8480,"F","F","Charley speaks Spanish","admit","Charley lives in Korea","factL","20","C",0.41,5,27,"English","Yes","m","m","",4.03548333333333
"317",12,7833,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.69,6,27,"English","Yes","m","m","",4.03548333333333
"318",12,9753,"F","M","Frank got a cat","hear","Frank is allergic to cats","factL","12","C",0.05,7,27,"English","Yes","m","m","",4.03548333333333
"319",12,9277,"F","M","Jayden rented a car","be_right_that","Jayden doesn&quotechart have a driver&quotechars license","factL","14","C",0.11,8,27,"English","Yes","m","m","",4.03548333333333
"320",12,5577,"F","F","Danny ate the last cupcake","confess","Danny is a diabetic","factL","11","C",0.23,9,27,"English","Yes","m","m","",4.03548333333333
"321",12,6718,"M","M","Mary is pregnant","prove","Mary is taking a prenatal yoga class","factH","1","C",0.76,10,27,"English","Yes","m","m","",4.03548333333333
"322",12,3849,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.74,11,27,"English","Yes","m","m","",4.03548333333333
"323",12,5188,"M","F","Emily bought a car yesterday","acknowledge","Emily has been saving for a year","factH","8","C",0.57,12,27,"English","Yes","m","m","",4.03548333333333
"324",12,5759,"M","M","Sophia got a tattoo","see","Sophia is a hipster","factH","5","NonProj",0.61,13,27,"English","Yes","m","m","",4.03548333333333
"325",12,5086,"M","M","Josie went on vacation to France","establish","Josie loves France","factH","2","NonProj",0.71,14,27,"English","Yes","m","m","",4.03548333333333
"326",12,4259,"M","M","Zoe calculated the tip","discover","Zoe is a math major","factH","10","NonProj",0.55,15,27,"English","Yes","m","m","",4.03548333333333
"327",12,6110,"M","M","Isabella ate a steak on Sunday","say","Isabella is a vegetarian","factL","7","C",0.53,16,27,"English","Yes","m","m","",4.03548333333333
"328",12,5961,"F","F","Jackson ran 10 miles","know","Jackson is training for a marathon","factH","13","NonProj",0.75,17,27,"English","Yes","m","m","",4.03548333333333
"329",12,9529,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.48,18,27,"English","Yes","m","m","",4.03548333333333
"330",12,9203,"M","M","Emma studied on Saturday morning","annoyed","Emma is in first grade","factL","3","NonProj",0.11,19,27,"English","Yes","m","m","",4.03548333333333
"331",12,5992,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.4,20,27,"English","Yes","m","m","",4.03548333333333
"332",12,6374,"F","F","Josh learned to ride a bike yesterday","demonstrate","Josh is a 5-year old boy","factH","16","C",0.52,21,27,"English","Yes","m","m","",4.03548333333333
"333",12,4725,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.58,22,27,"English","Yes","m","m","",4.03548333333333
"334",12,6776,"F","F","Owen shoveled snow last winter","suggest","Owen lives in New Orleans","factL","17","C",0.18,23,27,"English","Yes","m","m","",4.03548333333333
"335",12,5498,"F","F","Julian dances salsa","confirm","Julian is German","factL","18","C",0.18,24,27,"English","Yes","m","m","",4.03548333333333
"336",12,8121,"M","F","Mia drank 2 cocktails last night","announce","Mia is a college student","factH","6","C",0.47,25,27,"English","Yes","m","m","",4.03548333333333
"337",12,9378,"M","F","Grace visited her sister","pretend","Grace hates her sister","factL","9","NonProj",0.14,26,27,"English","Yes","m","m","",4.03548333333333
"338",12,7031,"M","M","Olivia sleeps until noon","reveal","Olivia works the third shift","factH","4","NonProj",0.76,27,27,"English","Yes","m","m","",4.03548333333333
"339",13,11321,"M","F","Emily bought a car yesterday","reveal","Emily has been saving for a year","factH","8","NonProj",0.14,2,30,"English","Yes","m","m","",3.30241666666667
"340",13,8318,"M","M","Isabella ate a steak on Sunday","see","Isabella is from Argentina","factH","7","NonProj",0.1,3,30,"English","Yes","m","m","",3.30241666666667
"341",13,10927,"F","F","Josh learned to ride a bike yesterday","suggest","Josh is a 75-year old man","factL","16","C",0,4,30,"English","Yes","m","m","",3.30241666666667
"342",13,8026,"M","F","Zoe calculated the tip","think","Zoe is 5 years old","factL","10","NonProj",0,5,30,"English","Yes","m","m","",3.30241666666667
"343",13,7254,"F","F","Julian dances salsa","demonstrate","Julian is Cuban","factH","18","C",0,6,30,"English","Yes","m","m","",3.30241666666667
"344",13,9991,"M","M","Grace visited her sister","be_right_that","Grace hates her sister","factL","9","C",0,7,30,"English","Yes","m","m","",3.30241666666667
