"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"4892",188,4767,"Isabella ate a steak on Sunday","M","F","inform","Did Kevin inform Sam that Isabella ate a steak on Sunday?","7","C","Yes",5,28,"English","Yes","y","m","",1.67146666666667,1
"4893",188,2712,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",6,28,"English","Yes","y","m","",1.67146666666667,0
"4894",188,3355,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",7,28,"English","Yes","y","m","",1.67146666666667,0
"4895",188,2875,"Charley speaks Spanish","F","F","acknowledge","Did Anna acknowledge that Charley speaks Spanish?","20","C","Yes",8,28,"English","Yes","y","m","",1.67146666666667,1
"4896",188,4811,"Josie went on vacation to France","M","F","know","Does Scott know that Josie went on vacation to France?","2","NonProj","Yes",9,28,"English","Yes","y","m","",1.67146666666667,1
"4897",188,8160,"Jackson ran 10 miles","F","M","be_right","Is Laura right that Jackson ran 10 miles?","13","C","No",10,28,"English","Yes","y","m","",1.67146666666667,0
"4898",188,4335,"Josh learned to ride a bike yesterday","F","M","demonstrate","Did Sharon demonstrate that Josh learned to ride a bike yesterday?","16","C","Yes",11,28,"English","Yes","y","m","",1.67146666666667,1
"4899",188,3119,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",12,28,"English","Yes","y","m","",1.67146666666667,0
"4900",188,3666,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",13,28,"English","Yes","y","m","",1.67146666666667,0
"4901",188,1862,"Jon walks to work","F","M","confess","Did Ruth confess that Jon walks to work?","19","C","Yes",14,28,"English","Yes","y","m","",1.67146666666667,1
"4902",188,2119,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",15,28,"English","Yes","y","m","",1.67146666666667,0
"4903",188,1864,"Danny ate the last cupcake","F","F","suggest","Did Amanda suggest that Danny ate the last cupcake?","11","C","No",16,28,"English","Yes","y","m","",1.67146666666667,0
"4904",188,2487,"Jayden rented a car","F","F","confirm","Did Stephanie confirm that Jayden rented a car?","14","C","Yes",17,28,"English","Yes","y","m","",1.67146666666667,1
"4905",188,5199,"Zoe calculated the tip","M","M","say","Did Tim say that Zoe calculated the tip?","10","C","No",18,28,"English","Yes","y","m","",1.67146666666667,0
"4906",188,3016,"Tony had a drink last night","F","F","see","Did Rebecca see that Tony had a drink last night?","15","NonProj","Yes",19,28,"English","Yes","y","m","",1.67146666666667,1
"4907",188,2960,"Grace visited her sister","M","M","discover","Did Andrew discover that Grace visited her sister?","9","NonProj","Yes",20,28,"English","Yes","y","m","",1.67146666666667,1
"4908",188,3991,"Frank got a cat","F","F","be_annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","Yes",21,28,"English","Yes","y","m","",1.67146666666667,1
"4909",188,3182,"Mary is pregnant","M","M","hear","Did Patrick hear that Mary is pregnant?","1","C","Yes",22,28,"English","Yes","y","m","",1.67146666666667,1
"4910",188,4719,"Julian dances salsa","F","F","admit","Did Kathleen admit that Julian dances salsa?","18","C","Yes",23,28,"English","Yes","y","m","",1.67146666666667,1
"4911",188,3784,"Owen shoveled snow last winter","F","F","reveal","Did Cynthia reveal that Owen shoveled snow last winter?","17","NonProj","Yes",24,28,"English","Yes","y","m","",1.67146666666667,1
"4912",188,1847,"Emma studied on Saturday morning","M","F","think","Does Justin think that Emma studied on Saturday morning?","3","NonProj","No",25,28,"English","Yes","y","m","",1.67146666666667,0
"4913",188,2665,"Sophia got a tattoo","M","M","announce","Did Ben announce that Sophia got a tattoo?","5","C","Yes",26,28,"English","Yes","y","m","",1.67146666666667,1
"4914",188,5239,"Emily bought a car yesterday","M","M","prove","Did Brian prove that Emily bought a car yesterday?","8","C","No",27,28,"English","Yes","y","m","",1.67146666666667,0
"4915",189,6634,"Emily bought a car yesterday","M","M","announce","Did Brian announce that Emily bought a car yesterday?","8","C","No",2,51,"english","Yes","y","f","",2.10251666666667,0
"4916",189,4031,"Tony had a drink last night","F","M","prove","Did Rebecca prove that Tony had a drink last night?","15","C","No",3,51,"english","Yes","y","f","",2.10251666666667,0
"4917",189,6731,"Zoe calculated the tip","M","F","think","Does Tim think that Zoe calculated the tip?","10","NonProj","No",4,51,"english","Yes","y","f","",2.10251666666667,0
"4918",189,2314,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",5,51,"english","Yes","y","f","",2.10251666666667,0
"4919",189,4713,"Mia drank 2 cocktails last night","M","M","admit","Did Ray admit that Mia drank 2 cocktails last night?","6","C","Yes",6,51,"english","Yes","y","f","",2.10251666666667,1
"4920",189,7006,"Josh learned to ride a bike yesterday","F","F","establish","Did Sharon establish that Josh learned to ride a bike yesterday?","16","NonProj","No",7,51,"english","Yes","y","f","",2.10251666666667,0
"4921",189,4951,"Josie went on vacation to France","M","F","demonstrate","Did Scott demonstrate that Josie went on vacation to France?","2","C","No",8,51,"english","Yes","y","f","",2.10251666666667,0
"4922",189,9378,"Julian dances salsa","F","F","suggest","Did Kathleen suggest that Julian dances salsa?","18","C","No",9,51,"english","Yes","y","f","",2.10251666666667,0
"4923",189,4017,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",10,51,"english","Yes","y","f","",2.10251666666667,0
"4924",189,2796,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",11,51,"english","Yes","y","f","",2.10251666666667,0
"4925",189,8391,"Charley speaks Spanish","F","F","discover","Did Anna discover that Charley speaks Spanish?","20","NonProj","No",12,51,"english","Yes","y","f","",2.10251666666667,0
"4926",189,3413,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",13,51,"english","Yes","y","f","",2.10251666666667,0
"4927",189,4837,"Owen shoveled snow last winter","F","M","be_right","Is Cynthia right that Owen shoveled snow last winter?","17","C","No",14,51,"english","Yes","y","f","",2.10251666666667,0
"4928",189,3282,"Olivia sleeps until noon","M","F","say","Did Jerry say that Olivia sleeps until noon?","4","C","No",15,51,"english","Yes","y","f","",2.10251666666667,0
"4929",189,2626,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",16,51,"english","Yes","y","f","",2.10251666666667,0
"4930",189,6474,"Emma studied on Saturday morning","M","F","hear","Did Justin hear that Emma studied on Saturday morning?","3","C","Yes",17,51,"english","Yes","y","f","",2.10251666666667,1
"4931",189,2117,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",18,51,"english","Yes","y","f","",2.10251666666667,0
"4932",189,3863,"Jackson ran 10 miles","F","M","see","Did Laura see that Jackson ran 10 miles?","13","NonProj","Yes",19,51,"english","Yes","y","f","",2.10251666666667,1
"4933",189,6634,"Mary is pregnant","M","F","know","Does Patrick know that Mary is pregnant?","1","NonProj","Yes",20,51,"english","Yes","y","f","",2.10251666666667,1
"4934",189,7052,"Grace visited her sister","M","F","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No",21,51,"english","Yes","y","f","",2.10251666666667,0
"4935",189,4721,"Sophia got a tattoo","M","M","confirm","Did Ben confirm that Sophia got a tattoo?","5","C","No",22,51,"english","Yes","y","f","",2.10251666666667,0
"4936",189,3823,"Frank got a cat","F","F","inform","Did Melissa inform Sam that Frank got a cat?","12","C","Yes",23,51,"english","Yes","y","f","",2.10251666666667,1
"4937",189,3872,"Isabella ate a steak on Sunday","M","F","acknowledge","Did Kevin acknowledge that Isabella ate a steak on Sunday?","7","C","Yes",24,51,"english","Yes","y","f","",2.10251666666667,1
"4938",189,2748,"Jon walks to work","F","M","reveal","Did Ruth reveal that Jon walks to work?","19","NonProj","Yes",25,51,"english","Yes","y","f","",2.10251666666667,1
"4939",189,5137,"Jayden rented a car","F","F","confess","Did Stephanie confess that Jayden rented a car?","14","C","No",26,51,"english","Yes","y","f","",2.10251666666667,0
"4940",189,4590,"Danny ate the last cupcake","F","M","be_annoyed","Is Amanda annoyed that Danny ate the last cupcake?","11","NonProj","Yes",27,51,"english","Yes","y","f","",2.10251666666667,1
"4941",190,7821,"Josie went on vacation to France","M","M","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",2,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4942",190,8635,"Grace visited her sister","M","F","demonstrate","Did Andrew demonstrate that Grace visited her sister?","9","C","No",3,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4943",190,5328,"Zoe calculated the tip","M","F","know","Does Tim know that Zoe calculated the tip?","10","NonProj","Yes",4,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4944",190,8645,"Josh learned to ride a bike yesterday","F","M","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","Yes",5,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4945",190,6697,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",6,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4946",190,7810,"Owen shoveled snow last winter","F","F","be_right","Is Cynthia right that Owen shoveled snow last winter?","17","C","No",7,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4947",190,5708,"Charley speaks Spanish","F","F","admit","Did Anna admit that Charley speaks Spanish?","20","C","Yes",8,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4948",190,4410,"Jon walks to work","F","F","reveal","Did Ruth reveal that Jon walks to work?","19","NonProj","Yes",9,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4949",190,3886,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",10,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4950",190,4996,"Mary is pregnant","M","M","hear","Did Patrick hear that Mary is pregnant?","1","C","Yes",11,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4951",190,9284,"Emma studied on Saturday morning","M","F","be_annoyed","Is Justin annoyed that Emma studied on Saturday morning?","3","NonProj","Yes",12,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4952",190,8074,"Mia drank 2 cocktails last night","M","F","say","Did Ray say that Mia drank 2 cocktails last night?","6","C","No",13,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4953",190,6340,"Danny ate the last cupcake","F","M","confess","Did Amanda confess that Danny ate the last cupcake?","11","C","Yes",14,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4954",190,12770,"Tony had a drink last night","F","F","announce","Did Rebecca announce that Tony had a drink last night?","15","C","Yes",15,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4955",190,3784,"Frank got a cat","F","M","confirm","Did Melissa confirm that Frank got a cat?","12","C","No",16,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4956",190,5122,"Jackson ran 10 miles","F","M","establish","Did Laura establish that Jackson ran 10 miles?","13","NonProj","No",17,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4957",190,3095,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",18,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4958",190,4921,"Olivia sleeps until noon","M","F","inform","Did Jerry inform Sam that Olivia sleeps until noon?","4","C","Yes",19,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4959",190,8619,"Julian dances salsa","F","M","pretend","Did Kathleen pretend that Julian dances salsa?","18","NonProj","No",20,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4960",190,2990,"Jayden rented a car","F","M","see","Did Stephanie see that Jayden rented a car?","14","NonProj","Yes",21,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4961",190,8302,"Emily bought a car yesterday","M","F","think","Does Brian think that Emily bought a car yesterday?","8","NonProj","No",22,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4962",190,3978,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",23,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4963",190,9817,"Sophia got a tattoo","M","M","suggest","Did Ben suggest that Sophia got a tattoo?","5","C","No",24,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4964",190,2855,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",25,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4965",190,5438,"Isabella ate a steak on Sunday","M","M","discover","Did Kevin discover that Isabella ate a steak on Sunday?","7","NonProj","Yes",26,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,1
"4966",190,4132,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",27,48,"English","Yes","y","f","Some of them were hard, but I did my best. 1.00 is a fair price, for sure. Thank you and have a great week! ",2.72428333333333,0
"4967",191,11702,"Grace visited her sister","M","M","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No",2,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4968",191,6518,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",3,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4969",191,8117,"Josie went on vacation to France","M","F","inform","Did Scott inform Sam that Josie went on vacation to France?","2","C","Yes",4,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,1
"4970",191,7110,"Zoe calculated the tip","M","F","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","No",5,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4971",191,3775,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",6,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4972",191,8071,"Isabella ate a steak on Sunday","M","F","demonstrate","Did Kevin demonstrate that Isabella ate a steak on Sunday?","7","C","No",7,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4973",191,8233,"Jon walks to work","F","F","know","Does Ruth know that Jon walks to work?","19","NonProj","Yes",8,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,1
"4974",191,6277,"Olivia sleeps until noon","M","F","acknowledge","Did Jerry acknowledge that Olivia sleeps until noon?","4","C","No",9,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4975",191,6811,"Jackson ran 10 miles","F","M","confirm","Did Laura confirm that Jackson ran 10 miles?","13","C","No",10,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4976",191,4886,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",11,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4977",191,9038,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",12,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4978",191,4080,"Jayden rented a car","F","F","be_annoyed","Is Stephanie annoyed that Jayden rented a car?","14","NonProj","Yes",13,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,1
"4979",191,3158,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",14,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4980",191,5608,"Sophia got a tattoo","M","F","say","Did Ben say that Sophia got a tattoo?","5","C","No",15,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4981",191,4250,"Danny ate the last cupcake","F","F","think","Does Amanda think that Danny ate the last cupcake?","11","NonProj","No",16,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4982",191,2952,"Frank got a cat","F","M","be_right","Is Melissa right that Frank got a cat?","12","C","No",17,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4983",191,4576,"Tony had a drink last night","F","F","hear","Did Rebecca hear that Tony had a drink last night?","15","C","Yes",18,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,1
"4984",191,5113,"Julian dances salsa","F","M","reveal","Did Kathleen reveal that Julian dances salsa?","18","NonProj","No",19,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4985",191,5498,"Emily bought a car yesterday","M","F","see","Did Brian see that Emily bought a car yesterday?","8","NonProj","Yes",20,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,1
"4986",191,5488,"Mia drank 2 cocktails last night","M","M","announce","Did Ray announce that Mia drank 2 cocktails last night?","6","C","No",21,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4987",191,2783,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",22,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4988",191,7768,"Owen shoveled snow last winter","F","M","prove","Did Cynthia prove that Owen shoveled snow last winter?","17","C","No",23,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4989",191,3448,"Mary is pregnant","M","M","establish","Did Patrick establish that Mary is pregnant?","1","NonProj","No",24,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4990",191,5225,"Charley speaks Spanish","F","F","admit","Did Anna admit that Charley speaks Spanish?","20","C","No",25,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4991",191,6410,"Josh learned to ride a bike yesterday","F","M","discover","Did Sharon discover that Josh learned to ride a bike yesterday?","16","NonProj","Yes",26,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,1
"4992",191,4468,"Emma studied on Saturday morning","M","F","confess","Did Justin confess that Emma studied on Saturday morning?","3","C","No",27,25,"English","Yes","y","m","This was very interesting to think about, and I think the price is quite fair.",2.52271666666667,0
"4993",192,15720,"Owen shoveled snow last winter","F","F","inform","Did Cynthia inform Sam that Owen shoveled snow last winter?","17","C","Yes",2,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,1
"4994",192,6709,"Tony had a drink last night","F","M","establish","Did Rebecca establish that Tony had a drink last night?","15","NonProj","Yes",3,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,1
"4995",192,10298,"Sophia got a tattoo","M","F","be_annoyed","Is Ben annoyed that Sophia got a tattoo?","5","NonProj","Yes",4,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,1
"4996",192,10887,"Emma studied on Saturday morning","M","F","hear","Did Justin hear that Emma studied on Saturday morning?","3","C","Yes",5,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,1
"4997",192,5676,"Josie went on vacation to France","M","M","reveal","Did Scott reveal that Josie went on vacation to France?","2","NonProj","Yes",6,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,1
"4998",192,16891,"Mary is pregnant","M","F","demonstrate","Did Patrick demonstrate that Mary is pregnant?","1","C","No",7,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"4999",192,6894,"Jayden rented a car","F","F","know","Does Stephanie know that Jayden rented a car?","14","NonProj","Yes",8,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,1
"5000",192,6599,"Olivia sleeps until noon","M","F","suggest","Did Jerry suggest that Olivia sleeps until noon?","4","C","No",9,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5001",192,10046,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",10,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5002",192,17655,"Grace visited her sister","M","M","discover","Did Andrew discover that Grace visited her sister?","9","NonProj","No",11,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5003",192,7604,"Emily bought a car yesterday","M","F","say","Did Brian say that Emily bought a car yesterday?","8","C","No",12,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5004",192,22771,"Jackson ran 10 miles","F","F","pretend","Did Laura pretend that Jackson ran 10 miles?","13","NonProj","No",13,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5005",192,3536,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",14,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5006",192,4290,"Mia drank 2 cocktails last night","M","M","prove","Did Ray prove that Mia drank 2 cocktails last night?","6","C","No",15,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5007",192,4430,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",16,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5008",192,4762,"Danny ate the last cupcake","F","M","think","Does Amanda think that Danny ate the last cupcake?","11","NonProj","No",17,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5009",192,6177,"Frank got a cat","F","F","announce","Did Melissa announce that Frank got a cat?","12","C","No",18,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5010",192,8591,"Jon walks to work","F","M","admit","Did Ruth admit that Jon walks to work?","19","C","No",19,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5011",192,5492,"Julian dances salsa","F","M","confirm","Did Kathleen confirm that Julian dances salsa?","18","C","No",20,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5012",192,7280,"Charley speaks Spanish","F","M","see","Did Anna see that Charley speaks Spanish?","20","NonProj","No",21,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5013",192,8008,"Isabella ate a steak on Sunday","M","M","be_right","Is Kevin right that Isabella ate a steak on Sunday?","7","C","No",22,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5014",192,3740,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",23,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5015",192,9026,"Josh learned to ride a bike yesterday","F","F","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","No",24,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5016",192,3728,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",25,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5017",192,5420,"Zoe calculated the tip","M","F","confess","Did Tim confess that Zoe calculated the tip?","10","C","No",26,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5018",192,4875,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",27,29,"English","Yes","y","m","Fun experiment. Payment is fair.",3.61841666666667,0
"5019",193,11234,"Sophia got a tattoo","M","F","inform","Did Ben inform Sam that Sophia got a tattoo?","5","C","Yes",2,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5020",193,5834,"Danny ate the last cupcake","F","M","hear","Did Amanda hear that Danny ate the last cupcake?","11","C","Yes",3,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5021",193,4783,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",4,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5022",193,10368,"Josh learned to ride a bike yesterday","F","M","prove","Did Sharon prove that Josh learned to ride a bike yesterday?","16","C","No",5,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5023",193,14868,"Zoe calculated the tip","M","F","acknowledge","Did Tim acknowledge that Zoe calculated the tip?","10","C","Yes",6,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5024",193,7832,"Grace visited her sister","M","F","demonstrate","Did Andrew demonstrate that Grace visited her sister?","9","C","No",7,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5025",193,4170,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",8,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5026",193,6966,"Emily bought a car yesterday","M","F","pretend","Did Brian pretend that Emily bought a car yesterday?","8","NonProj","No",9,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5027",193,4824,"Charley speaks Spanish","F","F","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No",10,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5028",193,4302,"Mary is pregnant","M","M","confirm","Did Patrick confirm that Mary is pregnant?","1","C","No",11,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,0
"5029",193,4467,"Tony had a drink last night","F","M","discover","Did Rebecca discover that Tony had a drink last night?","15","NonProj","Yes",12,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
"5030",193,4236,"Olivia sleeps until noon","M","F","reveal","Did Jerry reveal that Olivia sleeps until noon?","4","NonProj","Yes",13,33,"English","Yes","y","f","Interesting experiment on language for great pay.  The experiment was very clear.  Thank you!",2.73166666666667,1
